,student_id,language,overall_score,exam_score,raw_sentence,error_type,error_length,correction_length,correct_error_index,correct_sentence,correct_trigram,correct_trigram_tags,correct_trigram_deps,correct_trigram_poss,correct_trigram_tag_0,correct_trigram_tag_1,correct_trigram_tag_2,correct_trigram_dep_0,correct_trigram_dep_1,correct_trigram_dep_2,incorrect_error_index,incorrect_sentence,incorrect_trigram,incorrect_trigram_tags,incorrect_trigram_deps,incorrect_trigram_poss,incorrect_trigram_tag_0,incorrect_trigram_tag_1,incorrect_trigram_tag_2,incorrect_trigram_dep_0,incorrect_trigram_dep_1,incorrect_trigram_dep_2,0_0_tag,0_1_tag,0_2_tag,1_0_tag,1_1_tag,1_2_tag,2_0_tag,2_1_tag,2_2_tag,0_0_dep,0_1_dep,0_2_dep,1_0_dep,1_1_dep,1_2_dep,2_0_dep,2_1_dep,2_2_dep
131,TR601*0102*2000*02,Chinese,21.0,2.3,"When I found the advertisement <NS type=""RT""><i>of</i><c>for</c></NS> <NS type=""MD""><c>the</c></NS> International Arts Festival, I was very excited. It is <NS type=""L"">great</NS> to hold an annual international arts festival in <NS type=""RD""><i>the</i><c>this</c></NS> place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world<NS type=""RP""><i>. Jazz</i><c>, jazz</c></NS>, rock and classical concerts, plays and dance <NS type=""FN""><i>show</i><c>shows</c></NS> etc. The <NS type=""RJ"">specified</NS> thing <NS type=""MA""><c>that</c></NS> is worth <NS type=""RV""><i><NS type=""FV""><i>to remind</i><c>reminding</c></NS></i><c>remembering</c></NS> here is the reasonably-priced ticket for all events, it is excellent because most <NS type=""AGN""><i>tourist</i><c>tourists</c></NS> could <NS type=""RV"">offer</NS> what they <NS type=""TV""><i>like</i><c>liked</c></NS>.",L,1,1,18,"When I found the advertisement for the International Arts Festival, I was very excited. It is | to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world, jazz, rock and classical concerts, plays and dance shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ","['to', 'hold', 'an']",TO VB DT,aux xcomp det,PART VERB DET,TO,VB,DT,aux,xcomp,det,18,"When I found the advertisement for the International Arts Festival, I was very excited. It is | great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world, jazz, rock and classical concerts, plays and dance shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ","['great', 'to', 'hold']",JJ TO VB,acomp aux xcomp,ADJ PART VERB,JJ,TO,VB,acomp,aux,xcomp,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
132,TR601*0102*2000*02,Chinese,21.0,2.3,"When I found the advertisement <NS type=""RT""><i>of</i><c>for</c></NS> <NS type=""MD""><c>the</c></NS> International Arts Festival, I was very excited. It is <NS type=""L"">great</NS> to hold an annual international arts festival in <NS type=""RD""><i>the</i><c>this</c></NS> place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world<NS type=""RP""><i>. Jazz</i><c>, jazz</c></NS>, rock and classical concerts, plays and dance <NS type=""FN""><i>show</i><c>shows</c></NS> etc. The <NS type=""RJ"">specified</NS> thing <NS type=""MA""><c>that</c></NS> is worth <NS type=""RV""><i><NS type=""FV""><i>to remind</i><c>reminding</c></NS></i><c>remembering</c></NS> here is the reasonably-priced ticket for all events, it is excellent because most <NS type=""AGN""><i>tourist</i><c>tourists</c></NS> could <NS type=""RV"">offer</NS> what they <NS type=""TV""><i>like</i><c>liked</c></NS>.",RJ,1,1,78,"When I found the advertisement for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world, jazz, rock and classical concerts, plays and dance shows etc. The | thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ","['thing', 'that', 'is']",NN WDT VBZ,nsubj nsubj relcl,NOUN DET AUX,NN,WDT,VBZ,nsubj,nsubj,relcl,78,"When I found the advertisement for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world, jazz, rock and classical concerts, plays and dance shows etc. The | specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could offer what they liked. ","['specified', 'thing', 'that']",JJ NN WDT,amod nsubj nsubj,ADJ NOUN DET,JJ,NN,WDT,amod,nsubj,nsubj,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False
133,TR601*0102*2000*02,Chinese,21.0,2.3,"When I found the advertisement <NS type=""RT""><i>of</i><c>for</c></NS> <NS type=""MD""><c>the</c></NS> International Arts Festival, I was very excited. It is <NS type=""L"">great</NS> to hold an annual international arts festival in <NS type=""RD""><i>the</i><c>this</c></NS> place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world<NS type=""RP""><i>. Jazz</i><c>, jazz</c></NS>, rock and classical concerts, plays and dance <NS type=""FN""><i>show</i><c>shows</c></NS> etc. The <NS type=""RJ"">specified</NS> thing <NS type=""MA""><c>that</c></NS> is worth <NS type=""RV""><i><NS type=""FV""><i>to remind</i><c>reminding</c></NS></i><c>remembering</c></NS> here is the reasonably-priced ticket for all events, it is excellent because most <NS type=""AGN""><i>tourist</i><c>tourists</c></NS> could <NS type=""RV"">offer</NS> what they <NS type=""TV""><i>like</i><c>liked</c></NS>.",RV,1,1,102,"When I found the advertisement for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world, jazz, rock and classical concerts, plays and dance shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could | what they liked. ","['what', 'they', 'liked']",WP PRP VBD,dobj nsubj ccomp,PRON PRON VERB,WP,PRP,VBD,dobj,nsubj,ccomp,102,"When I found the advertisement for the International Arts Festival, I was very excited. It is great to hold an annual international arts festival in this place. Then I spent two days at the festival. I enjoyed it very much. There were so many exciting things I saw, such as stars and artists from around the world, jazz, rock and classical concerts, plays and dance shows etc. The specified thing that is worth remembering here is the reasonably-priced ticket for all events, it is excellent because most tourists could | offer what they liked. ","['offer', 'what', 'they']",VB WP PRP,advcl dobj nsubj,VERB PRON PRON,VB,WP,PRP,advcl,dobj,nsubj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
134,TR601*0102*2000*02,Chinese,21.0,2.3,"You mentioned the rules at home and at school in the letter. This <NS type=""AGV""><i>remind</i><c>reminds</c></NS> me of what I experienced during my <NS type=""S""><i>teeenage</i><c>teenage</c></NS> <NS type=""MN""><c>years</c></NS>. In my country the children go to <NS type=""UD""><i>the</i></NS> secondary school when they are <NS type=""RT""><i>at</i><c>in</c></NS> the first year of <NS type=""M""><c>being a</c></NS> <NS type=""DN""><i>teenage</i><c>teenager</c></NS>. <NS type=""DA""><i>Your</i><c>You</c></NS> know, this age is the <NS type=""DJ""><i>trouble</i><c>troublesome</c></NS> age, boys have too much energy and girls want to fall in love with someone. <NS type=""RA""><i>These</i><c>They</c></NS> always annoy the <NS type=""RP""><i>school teacher</i><c>schoolteacher</c></NS> and <NS type=""MD""><c>their</c></NS> parents. <NS type=""RT""><i>In</i><c>As</c></NS> a result of <NS type=""AGA""><i>these</i><c>this</c></NS><NS type=""MP""><c>,</c></NS> the teachers make very strict rules at school, such as students aren't allowed to speak <NS type=""MT""><c>to</c></NS> each other in <NS type=""UD""><i>the</i></NS> class. They <NS type=""TV""><i>had</i><c>have</c></NS> to finish homework <NS type=""RT""><i>in</i><c>within</c></NS> a limited time. They cannot <NS type=""RV"">oppose</NS> <NS type=""UT""><i>to</i></NS> the teacher, girls are not allowed to <NS type=""MV""><c>wear</c></NS> <NS type=""MP""><i>make up</i><c>make-up</c></NS> <NS type=""RC""><i>and</i><c>or</c></NS> wear any <NS type=""RN""><i>accessories</i><c>jewellery</c></NS>. At home, in my experience, my parents didn't allow me to go out in the evening and gave me <NS type=""RQ""><i>much</i><c>a lot of</c></NS> <NS type=""U""><i>amsh</i></NS> homework to do, even in the holiday. They also <NS type=""TV""><i>forbidden</i><c>forbade</c></NS> me to <NS type=""RV""><i>make</i><c>have</c></NS> a boyfriend. I think it is not just what happened in my home<NS type=""MP""><c>,</c></NS> many of my <NS type=""AGN""><i>friend</i><c>friends</c></NS> had the same experience.",RV,1,1,122,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot | the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ","['the', 'teacher', ',']","DT NN ,",det dobj punct,DET NOUN PUNCT,DT,NN,",",det,dobj,punct,122,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot | oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ","['oppose', 'the', 'teacher']",VB DT NN,ccomp det dobj,VERB DET NOUN,VB,DT,NN,ccomp,det,dobj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
135,TR601*0102*2000*02,Chinese,21.0,2.3,"Now I'm a mother of two children. They are <NS type=""RA""><i>all</i><c>both</c></NS> in <NS type=""UD""><i>the</i></NS> school. <NS type=""TV""><i>Comparing</i><c>Compared</c></NS> to my experience, I want to give them <NS type=""MD""><c>a</c></NS> more open attitude about everything. I want to be a mother <NS type=""RT""><i>of</i><c>to</c></NS> them and a friend <NS type=""RT""><i>of</i><c>to</c></NS> them. But at school, although I hope the teacher <NS type=""AGV""><i>don't</i><c>doesn't</c></NS> give students so much homework, <NS type=""MC""><c>and</c></NS> <NS type=""AGV""><i>don't</i><c>doesn't</c></NS> <NS type=""FV""><i>forbidden</i><c>forbid</c></NS> the <NS type=""R"">opposite voice</NS> of the students, there <NS type=""AGV""><i>are</i><c>is</c></NS> nothing I can do because of our culture. It's quite sad.",R,2,1,68,"Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother to them and a friend to them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the | of the students, there is nothing I can do because of our culture. It's quite sad. ","['of', 'the', 'students']",IN DT NNS,prep det pobj,ADP DET NOUN,IN,DT,NNS,prep,det,pobj,68,"Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother to them and a friend to them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the | opposite voice of the students, there is nothing I can do because of our culture. It's quite sad. ","['opposite', 'voice', 'of']",JJ NN IN,amod dobj prep,ADJ NOUN ADP,JJ,NN,IN,amod,dobj,prep,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
211,TR105*0102*2000*01,Chinese,26.0,2.3T,"I went there at 19.00 because the show started at 19.30 as the advertisement said but I queued for at least an hour because the ticket machine broke down. Finally, after an hour, when my <NS type=""RN""><i>term</i><c>turn</c></NS> came to buy the entrance ticket, <NS type=""DD""><i>you</i><c>your</c></NS> staff said I couldn't have a discount and <NS type=""R"">so as anyone</NS>. However<NS type=""MP""><c>,</c></NS> I bought the ticket<NS type=""MP""><c>,</c></NS> even <NS type=""MC""><c>though</c></NS> it was <NS type=""FJ""><i>more expensive</i><c>expensive</c></NS><NS type=""MP""><c>,</c></NS> because I'd been queuing for ages and I really wanted to see my <NS type=""UJ""><i>favourite</i></NS> idol, Danny Brook.",R,3,1,56,"I went there at 19.00 because the show started at 19.30 as the advertisement said but I queued for at least an hour because the ticket machine broke down. Finally, after an hour, when my turn came to buy the entrance ticket, your staff said I couldn't have a discount and | . However, I bought the ticket, even though it was expensive, because I'd been queuing for ages and I really wanted to see my idol, Danny Brook. ","['.', 'However', ',']",". RB ,",punct advmod punct,PUNCT ADV PUNCT,.,RB,",",punct,advmod,punct,56,"I went there at 19.00 because the show started at 19.30 as the advertisement said but I queued for at least an hour because the ticket machine broke down. Finally, after an hour, when my turn came to buy the entrance ticket, your staff said I couldn't have a discount and | so as anyone. However, I bought the ticket, even though it was expensive, because I'd been queuing for ages and I really wanted to see my idol, Danny Brook. ","['so', 'as', 'anyone']",RB IN NN,advmod conj pobj,ADV SCONJ PRON,RB,IN,NN,advmod,conj,pobj,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
240,TR917*0102*2000*01,Chinese,29.0,4.3,"<NS type=""AS""><i>According to the advert, it says clearly</i><c>The advert clearly says</c></NS> that discounts are available, but when I was buying the tickets, I <NS type=""R"">did not have this offer</NS>. As a result, I had to pay the full price of £15. The second point is that the show <NS type=""R"">had a delay of</NS> about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, <NS type=""RT""><i>for</i><c>because of</c></NS> whom I <NS type=""R"">was coming</NS>. After the show we went to the <NS type=""RP""><i>Theatre</i><c>theatre</c></NS> restaurant, but it was closed <NS type=""RT""><i>due to</i><c>for</c></NS> <NS type=""UD""><i>the</i></NS> refurbishment.",R,5,1,18,"The advert clearly says that discounts are available, but when I was buying the tickets, I | . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I was coming . After the show we went to the theatre restaurant, but it was closed for refurbishment. ","['.', 'As', 'a']",. IN DT,punct prep det,PUNCT SCONJ DET,.,IN,DT,punct,prep,det,18,"The advert clearly says that discounts are available, but when I was buying the tickets, I | did not have this offer. As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I was coming . After the show we went to the theatre restaurant, but it was closed for refurbishment. ","['did', 'not', 'have']",VBD RB VB,aux neg conj,AUX PART AUX,VBD,RB,VB,aux,neg,conj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,TR917*0102*2000*01,Chinese,29.0,4.3,"<NS type=""AS""><i>According to the advert, it says clearly</i><c>The advert clearly says</c></NS> that discounts are available, but when I was buying the tickets, I <NS type=""R"">did not have this offer</NS>. As a result, I had to pay the full price of £15. The second point is that the show <NS type=""R"">had a delay of</NS> about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, <NS type=""RT""><i>for</i><c>because of</c></NS> whom I <NS type=""R"">was coming</NS>. After the show we went to the <NS type=""RP""><i>Theatre</i><c>theatre</c></NS> restaurant, but it was closed <NS type=""RT""><i>due to</i><c>for</c></NS> <NS type=""UD""><i>the</i></NS> refurbishment.",R,4,1,46,"The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show | about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I was coming . After the show we went to the theatre restaurant, but it was closed for refurbishment. ","['about', '30', 'minutes']",IN CD NNS,advmod nummod attr,ADP NUM NOUN,IN,CD,NNS,advmod,nummod,attr,46,"The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show | had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I was coming . After the show we went to the theatre restaurant, but it was closed for refurbishment. ","['had', 'a', 'delay']",VBD DT NN,ccomp det dobj,AUX DET NOUN,VBD,DT,NN,ccomp,det,dobj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
242,TR917*0102*2000*01,Chinese,29.0,4.3,"<NS type=""AS""><i>According to the advert, it says clearly</i><c>The advert clearly says</c></NS> that discounts are available, but when I was buying the tickets, I <NS type=""R"">did not have this offer</NS>. As a result, I had to pay the full price of £15. The second point is that the show <NS type=""R"">had a delay of</NS> about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, <NS type=""RT""><i>for</i><c>because of</c></NS> whom I <NS type=""R"">was coming</NS>. After the show we went to the <NS type=""RP""><i>Theatre</i><c>theatre</c></NS> restaurant, but it was closed <NS type=""RT""><i>due to</i><c>for</c></NS> <NS type=""UD""><i>the</i></NS> refurbishment.",R,2,1,103,"The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I | . After the show we went to the theatre restaurant, but it was closed for refurbishment. ","['.', 'After', 'the']",. IN DT,punct prep det,PUNCT ADP DET,.,IN,DT,punct,prep,det,103,"The advert clearly says that discounts are available, but when I was buying the tickets, I did not have this offer . As a result, I had to pay the full price of £15. The second point is that the show had a delay of about 30 minutes. Although I believe there must have been problems, I expect your company managed to sort it out in the quickest way. Apart from that, the most disappointing fact is that there were different actors instead of Danny brook and Tina Truelove, because of whom I | was coming. After the show we went to the theatre restaurant, but it was closed for refurbishment. ","['was', 'coming', '.']",VBD VBG .,aux advcl punct,AUX VERB PUNCT,VBD,VBG,.,aux,advcl,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
243,TR917*0102*2000*01,Chinese,29.0,4.2,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread <NS type=""UY""><i>out</i></NS> the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I <NS type=""X""><i>thought I was not</i><c>didn't think I was</c></NS> going to survive after failing the exams and my best friend had been <NS type=""DJ""><i>untrustful</i><c>untrustworthy</c></NS>. <NS type=""RP""><i>but</i><c>But</c></NS> <NS type=""R"">this idea was soon be put off</NS> since I noticed <NS type=""RT""><i>on</i><c>in</c></NS> the newspaper that I had won the writing competition. I couldn't believe my luck<NS type=""RP""><i>,</i><c>.</c></NS> I <NS type=""R"">was really sure that I won</NS> a return ticket to the <NS type=""S""><i>Meditarenian</i><c>Mediterranean</c></NS> Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. <NS type=""MT""><i>The</i><c>For the</c></NS> last few days, we spent our time <NS type=""UT""><i>on</i></NS> sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'.",R,7,1,64,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But | since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck. I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ","['since', 'I', 'noticed']",IN PRP VBD,mark nsubj advcl,SCONJ PRON VERB,IN,PRP,VBD,mark,nsubj,advcl,64,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But | this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck. I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ","['this', 'idea', 'was']",DT NN VBD,det nsubjpass auxpass,DET NOUN AUX,DT,NN,VBD,det,nsubjpass,auxpass,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
