language,rule,category,subcategory,subsubcategory,error_count,file_count,tot_essays
Telugu,VBZ_VBD,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Turkish,VBZ_VBD,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Italian,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Turkish,FELLOW_CLASSMATE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Arabic,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,1,1,1100
Chinese,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,1,1,1100
French,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
German,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,2,2,1100
Korean,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,CONFUSION_OF_ANOTHER_IN_OTHER,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
German,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,NATION_WIDE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
French,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Hindi,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
Italian,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Turkish,ASK_THE_QUESTION,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Arabic,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,MISS_VERB,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Hindi,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Italian,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Turkish,WILL_IN_THE_FUTURE,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Arabic,DONT_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Chinese,DONT_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
French,DONT_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
German,DONT_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Hindi,DONT_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Italian,DONT_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Japanese,DONT_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Korean,DONT_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Spanish,DONT_WHAT,Grammar,"missing verb ","missing verb ",1,1,1100
Telugu,DONT_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Turkish,DONT_WHAT,Grammar,"missing verb ","missing verb ",0,0,1100
Arabic,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Chinese,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
French,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
German,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Hindi,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Italian,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Japanese,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Korean,MEAN_FOR_TO,Grammar,NULL,NULL,1,1,1100
Spanish,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Telugu,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Turkish,MEAN_FOR_TO,Grammar,NULL,NULL,0,0,1100
Arabic,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Chinese,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
French,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,1,1,1100
German,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Hindi,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Italian,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Japanese,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Korean,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Spanish,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,1,1,1100
Telugu,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Turkish,ON_IN_THE_MIDDLE,Collocations,NULL,NULL,0,0,1100
Arabic,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,ILL_I_LL,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
French,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
German,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,1,1,1100
Italian,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,ADVERSE_AVERSE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,SAID_SAD,"Commonly Confused Words",NULL,NULL,1,1,1100
Chinese,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
French,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
German,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,SAID_SAD,"Commonly Confused Words",NULL,NULL,1,1,1100
Japanese,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,SAID_SAD,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Chinese,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
French,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
German,AT_IN_THE_MORNING,Collocations,NULL,NULL,1,1,1100
Hindi,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Italian,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Japanese,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Korean,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Spanish,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Telugu,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Turkish,AT_IN_THE_MORNING,Collocations,NULL,NULL,0,0,1100
Arabic,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Chinese,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
French,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
German,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Hindi,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Italian,HAVE_CD_YEARS,Collocations,NULL,NULL,1,1,1100
Japanese,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Korean,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Spanish,HAVE_CD_YEARS,Collocations,NULL,NULL,1,1,1100
Telugu,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Turkish,HAVE_CD_YEARS,Collocations,NULL,NULL,0,0,1100
Arabic,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",5,5,1100
Chinese,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
German,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,ON_OF_THE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
French,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,3,2,1100
German,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,IN_ON_VACATION,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Chinese,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
French,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
German,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",1,1,1100
Hindi,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Italian,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",1,1,1100
Japanese,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Korean,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",1,1,1100
Spanish,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Telugu,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Turkish,A_HUNDREDS,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Arabic,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,NOT_US1,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Japanese,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,AN_THEN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Chinese,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
French,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
German,WANT_THAT_I,Grammar,NULL,NULL,2,2,1100
Hindi,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Italian,WANT_THAT_I,Grammar,NULL,NULL,1,1,1100
Japanese,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Korean,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Spanish,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Telugu,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Turkish,WANT_THAT_I,Grammar,NULL,NULL,0,0,1100
Arabic,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Italian,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Japanese,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Telugu,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Turkish,WITH_THE_EXCEPTION_OF,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Arabic,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Chinese,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
French,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
German,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Hindi,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,2,2,1100
Italian,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Japanese,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Korean,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Spanish,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Telugu,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Turkish,COMMA_AFTER_A_MONTH,Orthography,Punctuation,Punctuation,0,0,1100
Arabic,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",3,3,1100
Turkish,THINK_OFF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,THERE_EXITS,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
Chinese,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
French,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
German,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
Hindi,FED_UP_OF_WITH,Collocations,NULL,NULL,1,1,1100
Italian,FED_UP_OF_WITH,Collocations,NULL,NULL,1,1,1100
Japanese,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
Korean,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
Spanish,FED_UP_OF_WITH,Collocations,NULL,NULL,1,1,1100
Telugu,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
Turkish,FED_UP_OF_WITH,Collocations,NULL,NULL,0,0,1100
Arabic,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Chinese,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
French,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
German,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Hindi,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Italian,RETURN_IN_THE,Collocations,NULL,NULL,4,4,1100
Japanese,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Korean,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Spanish,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Telugu,RETURN_IN_THE,Collocations,NULL,NULL,0,0,1100
Turkish,RETURN_IN_THE,Collocations,NULL,NULL,1,1,1100
Arabic,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Chinese,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
French,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
German,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Hindi,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Italian,RETURN_AT_HOME,Collocations,NULL,NULL,3,2,1100
Japanese,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Korean,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Spanish,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Telugu,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Turkish,RETURN_AT_HOME,Collocations,NULL,NULL,0,0,1100
Arabic,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Turkish,INCASE_OF,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,ALLTHOUGH,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,MUST_MOST,"Commonly Confused Words",NULL,NULL,2,2,1100
Chinese,MUST_MOST,"Commonly Confused Words",NULL,NULL,1,1,1100
French,MUST_MOST,"Commonly Confused Words",NULL,NULL,0,0,1100
German,MUST_MOST,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,MUST_MOST,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,MUST_MOST,"Commonly Confused Words",NULL,NULL,1,1,1100
Japanese,MUST_MOST,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,MUST_MOST,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,MUST_MOST,"Commonly Confused Words",NULL,NULL,1,1,1100
Telugu,MUST_MOST,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,MUST_MOST,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,WHOM_WHO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
